微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IB6VJi17A,#今日天气# 早安，泰州！今天阴有小雨，东北风3到4级。今天最高气温：13～14℃，明晨最低气温：8～9℃。  原图 ,,http://wx3.sinaimg.cn/large/be780da6ly1gdcs7xuxqhj208m062mx2.jpg,无,无,2020-03-31 08:00,nova6 5G自拍大不一样,1,0,0
IB2WKzT0c,#微观民生# 关于开学的这些热点问题，权威解答来了！关于开学的这些热点问题，权威解答来了！  ,,无,无,无,2020-03-30 21:51,nova6 5G自拍大不一样,1,0,1
IB2F3aJjZ,#悟在泰州# 遗忘的最佳途径是活好当下。晚安！  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gdbr31frdwj206v05at9h.jpg,无,无,2020-03-30 21:08,微博 weibo.com,6,0,1
IB208ESTY,3月30日，泰兴市公安局依法对4名由澳门返泰人员违反疫情防控规定的案件立案调查。警方通报  ,,无,无,无,2020-03-30 19:27,nova6 5G自拍大不一样,2,0,6
IB1XdckQo,e起战疫|所有的等待，迎来春暖花开-扬眼  e起战疫|所有的等待，迎来春暖花开  ,,无,无,无,2020-03-30 19:20,nova6 5G自拍大不一样,1,0,0
IB1WMzmlc,抗疫专家一月间白了头 这张对比图令人泪目！抗疫专家一月间白了头 这张对比图令人泪目！  ,,无,无,无,2020-03-30 19:19,nova6 5G自拍大不一样,0,0,0
IB1VQqoCa,清明扫墓如何出行？江苏发布高速公路出行服务指南  http://t.cn/A6ZiAuMK  ,,无,无,无,2020-03-30 19:16,nova6 5G自拍大不一样,0,0,0
IB1VGCIxo,2020“最闪亮的星”！交汇点战“疫”封面人物带你了解身边“最美逆行者”http://t.cn/A6ZiABW3  ,,无,无,无,2020-03-30 19:16,nova6 5G自拍大不一样,0,0,0
IB1pwlwzQ,#微观民生#【海陵“一体两翼”布局服务网点】加快市场主体准入、提升项目服务效能是海陵区2020年深化重点领域改革的重要内容，列入全区“大兴实干之风、建强中心城区”重点工作任务。海陵区行政审批局结合实际，决定以区政务服务中心为主体，分别在海陵工业园区、新能源产业园区为民服务中心设立市场主体准入窗口，以“一体两翼”布局服务网点，让群众在家门口办理市场主体准入审批事项。 ,,无,无,无,2020-03-30 17:57,微博 weibo.com,0,0,0
IB16Resvf,#微观民生#【十余款航模溱湖上空“大比武”】由泰州市航空航海模型运动协会（泰州航模协会）和镇江市模型运动协会联合主办的“放飞希望•梦想起航”泰镇航空航海车辆模型交流会，昨天在溱湖蟹村马术俱乐部举行，现场进行的飞行特技、船模竞速等表演，吸引了不少市民冒雨观看。 这场我市首次有组织的航模表演，吸引了泰镇两地十多位航模高手参加，展出了十多款模型飞机和船模。 [组图共5张] 原图 ,,"http://ww1.sinaimg.cn/large/be780da6gy1gdbr1884pgj20b4078ad4.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gdbr1882rej20b407ct9w.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbr185mpsj20b407cab4.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbr185mg6j20b4072q3q.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbr182qymj20b407j41t.jpg",无,无,2020-03-30 17:11,微博 weibo.com,1,0,0
IB0Obe1F8,#微观民生#【泰州首条过江隧道今年开工】近日，备受关注的我市境内首条过江隧道——江阴第二过江通道可行性研究报告获批。江阴第二过江通道是国务院《长江经济带综合立体交通走廊规划（2014-2020年）》中明确的公铁两用过江通道，已列入江苏省交通建设投资计划，明确为今年开工项目。江阴第二过江通道工程位于江阴大桥和泰州大桥之间，南连江阴、北接靖江，距江阴大桥约5公里，距泰州大桥约54公里。工程采用公铁三管隧道方式穿越长江，近期实施公路双管隧道，预留远期铁路单管隧道实施条件。路线全长约 11.8 公里，其中，过江隧道长约6408米，总投资约141.48亿元。 原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gdbr0jd7m7j20b405odhc.jpg,无,无,2020-03-30 16:25,微博 weibo.com,36,7,14
IB0v6luE7,#微观民生#【伽力森参与编制冷冻熟面条行业标准】前不久，由伽力森主食企业（江苏）有限公司参与编制的《冷冻熟面条行业标准》由国家粮食和物资储备局正式颁布实施，标志着企业在群雄逐鹿的冷冻熟面条市场成功抢占产业发展制高点，赢得了市场话语权。伽力森主食企业（江苏）有限公司是一家专注于酶解动物奶油、冷冻熟面食产品研发、生产、销售的民营科技企业，主导产品市场占有率连续多年跻身全国同行前列。 ,,无,无,无,2020-03-30 15:38,微博 weibo.com,1,0,0
IB0bCnSqR,#微观民生#【泰州之春】草长莺飞的三月，是一段美好而诗意的日子。泰州大地上万物渐绿，春光渐浓—— 凤城河畔刚刚舒展的新绿嫩叶，桃园内竞相绽放的姹紫嫣红，垛田上的成片油菜花黄，春水涨满了池塘…… 一切都是春的景象。花正艳，春日正暖，让我们折一支春色，看岁月如画。  [组图共13张] 原图 ,,"http://ww1.sinaimg.cn/large/be780da6gy1gdbqze92hej20b407jq6m.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gdbqze5a69j20b407each.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gdbqze5eq8j20b407e0vt.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gdbqze72bwj20b406egnr.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbqze694pj20b4077tb5.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbqze8t9zj20b405xdi9.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gdbqzebxfvj20b4070gnf.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbqzeeuaqj20b407en0r.jpg,http://ww2.sinaimg.cn/large/be780da6gy1gdbqzeef5oj20b407ead8.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gdbqzef1wcj20b407etaj.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gdbqzegkx0j20b4049mz3.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbqzejc24j20b406gtby.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbqzejj9wj20b405pmzu.jpg",无,无,2020-03-30 14:50,微博 weibo.com,2,1,1
IAZRJgvz4,#微观民生#【市区失业保险“不见面”办理】为切实做好疫情防控期间失业人员的基本生活保障，同时尽可能减少人员流动集聚，市区失业保险经办机构快速推行“不见面服务”，推行失业保险申请业务“网上办”、大部分业务“线上办”，确保疫情防控和为民服务两不误。疫情防控以来，市区失业保险机构共办理各类失业保险业务186件，其中网上及线上受理62件，为群众提供了更加高效便捷的失业保险经办服务。2月份，市区失业保险经办机构共为2475名失业人员发放失业金380.18万元，代缴医保96.45万元，保障了失业人员的基本生活。 ,,无,无,无,2020-03-30 14:01,微博 weibo.com,3,0,0
IAZBTD8qK,#微观民生#【校园安全检查】城中派出所近日组织社区民警对辖区7家中小学、幼儿园逐一进行安全检查，重点围绕疫情防控准备、校园消防安全、安保工作措施等方面，查看校园保安力量、防护器材配备、内部监控运行和人员进出登记情况，并对灭火器、消防栓等消防设施，以及防疫物资中酒精等易燃物品安全存放等情况。针对检查中发现的问题下发整改通知书，坚决守好校园安全防线，确保学生安全平稳复课。 [组图共3张] 原图 ,,"http://ww3.sinaimg.cn/large/be780da6gy1gdbtg0wrgnj219b0u0kjp.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbtg0ds34j219b0u0x6t.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbtg1aaglj219b0u0e86.jpg",无,无,2020-03-30 13:22,微博 weibo.com,0,0,0
IAZjecv66,#微观民生#江苏疾控发布消息： “经省委、省政府同意，全省各级各类学校自2020年3月30日起分批次、错峰开学。”随之而来的是朋友圈一片欢呼。江苏疾控刚刚发布！  ,,无,无,无,2020-03-30 12:36,微博 weibo.com,2,0,2
IAYYwzi1m,#微观民生#【大宗货物通关“区港联动”】近日，1辆装有进口棉花的厢式货车由上海外高桥港区抵达泰州综保区，车上装载了30吨、163件印度进口棉花，是综保区内企业泰达纺织的复工原料。泰达纺织此批共进口107吨、654件棉花，这是第一车。按照传统方式，必须是所有进口棉花全部抵达综合保税区后，才能向泰州海关申报通关。但这批进口原料采用“区港联动”通关新模式，实行“一次报关、分批卸货”，即棉花从上海外高桥港运往泰州综保区，首先运抵的棉花可立即申报整批棉花通关并进入综保区卸货，同批次棉花后续到达后可直接进入综保区，无需再重复报关。 ,,无,无,无,2020-03-30 11:45,微博 weibo.com,0,0,0
IAYPQbWSH,#微观民生# 全省各级各类学校自2020年3月30日起分批次、错峰开学。今日起，全市高三、初三年级陆续返校开学。我市高三、初三年级陆续返校开学  ,,无,无,无,2020-03-30 11:23,360安全浏览器,2,0,2
IAYBohF4W,#微观民生#【光伏项目上演“两台好戏”】海陵城西，总投资32亿元的5GW太阳能光伏组件项目首件产品成功下线；海陵城东，4GW太阳能光伏组件基地，斥资5亿元的大手笔技改项目如火如荼。新冠疫情尚未过去，作为全球最大的单晶硅产品制造商，隆基集团在海陵“两台好戏”同时上演，勃勃生机令受疫情影响的中国光伏产业为之一振。而随着5GW组件新项目投资到位，隆基集团在海陵的总投资将达72亿元，成为海陵规模最大的外来投资。同时，隆基集团在海陵的光伏组件成品总产能将超9GW，年销售有望突破150亿元。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gdbqx7js14j20b407ego3.jpg,无,无,2020-03-30 10:48,微博 weibo.com,0,0,0
IAYjm8vFp,#微观民生#【恢复种子生产加工】3月23日，在姜堰区姜丰种业公司，工人正在加工水稻种子。该公司在确保防疫安全的情况下，抓紧恢复种子生产加工。目前，已生产水稻种子200多万公斤，源源不断调运本市及南通、扬州等地，保证不误农时，确保农民春耕用种。  [组图共5张] 原图 ,,"http://ww1.sinaimg.cn/large/be780da6gy1gdbq62ycrzj20b407egp4.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbq62x7rvj20b407emzt.jpg,http://ww1.sinaimg.cn/large/be780da6gy1gdbq630q4pj20b30gojwm.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gdbq62xbzrj20b407ogoi.jpg,http://ww4.sinaimg.cn/large/be780da6gy1gdbq63bq1bj20b407e765.jpg",无,无,2020-03-30 10:03,360安全浏览器,3,0,0
IAY5xvcmL,#微观民生# 泰州，3000多名“驻校员”进校护航开学泰州，3000多名“驻校员”进校护航开学  ,,无,无,无,2020-03-30 09:29,nova6 5G自拍大不一样,1,0,0
IAXVHiOI3,3月29日0-24时，江苏省新增境外输入新冠肺炎确诊病例1例，为通过口岸联防联控机制报告（法国输入）。截至3月29日24时，累计报告境外输入确诊病例14例。3月29日江苏无新增本地新冠肺炎确诊病例， 新增境外输入确诊病例1例  ,,无,无,无,2020-03-30 09:05,nova6 5G自拍大不一样,1,0,2
IAXCg2I9M,#今日天气# 早安，泰州！今天阴到多云，东北风转偏东风3到4级。今天最高气温：13℃，明晨最低气温：9℃。  原图 ,,http://wx4.sinaimg.cn/large/be780da6ly1gdbn3mneasj208305ut8l.jpg,无,无,2020-03-30 08:17,nova6 5G自拍大不一样,1,0,0
IASfK8h8d,世界级装备制造中心再“提速”中国（徐州）知识产权保护中心启动建设http://t.cn/A6Zfn8vc  ,,无,无,无,2020-03-29 18:38,nova6 5G自拍大不一样,3,0,0
IASfEbXCx,江苏姜堰：农家书屋巧变多维“课堂”江苏姜堰：农家书屋巧变多维“课堂”  ,,无,无,无,2020-03-29 18:38,nova6 5G自拍大不一样,1,0,0
IASfnlj56,60、70、80、90！严防境外疫情输入，筑牢淮安安全防线60、70、80、90！严防境外疫情输入，筑牢淮安安全防线  ,,无,无,无,2020-03-29 18:37,nova6 5G自拍大不一样,2,0,1
IASf825RA,风雪逆行，“搏”得苏黄满春光风雪逆行，“搏”得苏黄满春光  ,,无,无,无,2020-03-29 18:36,nova6 5G自拍大不一样,2,0,0
IASeFAONu,147天攻坚“战疫”，江苏援黄医疗队到底多“硬核”http://t.cn/A6Zfnprq  ,,无,无,无,2020-03-29 18:35,nova6 5G自拍大不一样,1,0,0
IASegwtdQ,现场直击 | 境外防控“前沿堡垒”如何守？交汇点记者带您来看现场直击 | 境外防控“前沿堡垒”如何守？交汇点记者带您来看  ,,无,无,无,2020-03-29 18:34,nova6 5G自拍大不一样,1,0,0
IARPKeL1R,#微观民生# 可行性报告获批！泰州首条过江隧道今年开工可行性报告获批！泰州首条过江隧道今年开工  ,,无,无,无,2020-03-29 17:34,nova6 5G自拍大不一样,31,0,5
IARhl1fuk,#微观民生# 【春回泰州】没有一个冬天不可逾越，没有一个春天不会来临，随着疫情阴霾渐渐消散，春悄然而至，充满生机与活力的泰州也回来了。今天，先锋泰州“横”着看！（文末有福利）  ,,无,无,无,2020-03-29 16:09,nova6 5G自拍大不一样,1,0,1
IAQNyuDKE,#微观民生#【夜查酒驾】近日，泰州交警在全市开展交通安全专项整治行动，图为交警夜查酒驾。  原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gd9km2qrzij20b407e0ug.jpg,无,无,2020-03-29 14:56,微博 weibo.com,1,0,0
IAQHdfmBU,#文化泰州# 【电影《垛上花》在千垛景区开机】3月28日，电影《垛上花》在兴化千垛景区举行开机仪式。影片以乡村振兴为主题，讲述年轻村官利用本地生态优势发展旅游的故事，塑造了有理想、有知识、有才情、有担当的新时代农村干部形象，展现兴化高质量践行乡村振兴战略的辉煌历程。http://t.cn/A6Zfh9nN ,,无,无,无,2020-03-29 14:40,nova6 5G自拍大不一样,0,0,0
IAPDW9tjG,#微观民生# 【精锻科技布局西南基地】在抓好防疫的同时，时刻不忘抢抓发展先机。近日，江苏太平洋精锻科技股份有限公司对外发布公告称，经公司管理层多方考察，与重庆帝瑞齿轮有限公司股东孙刚、沈斌杰以及自然人投资者王勇共同签署《关于设立合资公司之出资协议》，共同投资4000万元，设立合资公司。其中，精锻科技以自有资金及实物出资3200万元，出资比例为80%。http://t.cn/A6ZVxCJs ,,无,无,无,2020-03-29 11:59,nova6 5G自拍大不一样,2,0,0
IAPcEqQmg,#微观民生# 房产证新变动！6月起实施！@泰州人，房产证新变动！6月起实施！  ,,无,无,无,2020-03-29 10:52,nova6 5G自拍大不一样,1,0,0
IAOJ96Jk7,#微观民生# 惊艳！这些美丽乡村，带着内涵和颜值回归……惊艳！这些美丽乡村，带着内涵和颜值回归……  ,,无,无,无,2020-03-29 09:39,nova6 5G自拍大不一样,1,0,0
IAOyzFn4K,3月28日0-24时，江苏省新增境外输入新冠肺炎确诊病例3例，其中，南京市报告1例（英国输入），苏州市报告2例（加拿大输入）。截至3月28日24时，累计报告境外输入确诊病例13例。最新通报！江苏3例！  ,,无,无,无,2020-03-29 09:13,nova6 5G自拍大不一样,3,0,2
IAO8kprUU,#今日天气# 早安，泰州！今天多云转阴有时有小雨，偏东风3到4级。今天最高气温：9℃，明晨最低气温：5℃。  原图 ,,http://wx4.sinaimg.cn/large/be780da6ly1gdah8ikwg9j208m062mx2.jpg,无,无,2020-03-29 08:08,nova6 5G自拍大不一样,0,0,0
IAJSWjEPX,江苏各界捐赠湖北款物总计22.6亿元 “总要出点力，我们才能心安”http://t.cn/A6Z5ERA9  ,,无,无,无,2020-03-28 21:20,nova6 5G自拍大不一样,2,0,1
IAJO3rroS,#悟在泰州# 吃饭只要八分饱，凡事只求八分好。晚安！  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gd8cah05ubj205r04sq3k.jpg,无,无,2020-03-28 21:08,微博 weibo.com,3,0,0
IAJ1kDsRS,#微观民生# 家长朋友们，这里有一封给你们的信家长朋友们，这里有一封给你们的信  ,,无,无,无,2020-03-28 19:08,nova6 5G自拍大不一样,0,0,13
IAIsQqPh4,#微观民生#【市场化巡河管河护河】姜堰区张甸镇积极探索市场化巡河管河护河新模式，聘请社会力量开展常态化管护活动，镇财政出资80万元，聘请11支队伍对全镇36条镇级以上河道进行保洁管护，打造“水清、坡洁、岸绿、河畅”的自然水生态。图为张甸丰景河湖治理公司工作人员正在打捞水上飘浮物。  原图 ,,http://wx3.sinaimg.cn/large/be780da6gy1gd9kke0bm4j20b40680u8.jpg,无,无,2020-03-28 17:43,微博 weibo.com,2,0,1
IAIed2aZH,重大变化！3月29日0时起执行…… 重大变化！3月29日0时起执行……  ,,无,无,无,2020-03-28 17:06,nova6 5G自拍大不一样,1,0,0
IAI6wmhoi,"#微观民生#【交通安全专项整治“组合拳”】针对疫情防控期间复工复产、复学复课带来的“大车流”、“大客流”，泰州交警在全市开展为期4个月的交通安全专项整治“飓风行动”。该支队围绕重点路段、重点车辆、重点驾驶人、重点运输企业存在的交通安全风险点、隐患点，“拉网式”排查+“地毯式”整治+“立体式”宣传,严防控促隐患整改、严整治促文明提升、严曝光促尊法守规，确保我市道路交通安全形势持续平稳。 ",,无,无,无,2020-03-28 16:48,微博 weibo.com,0,0,0
IAHJN8XV2,#微观民生#【线路春检作业】近日，江苏电力部门组织检修人员对海陵区罡杨镇境内的220千伏华洋线路进行春检作业。此次，检修人员对该线路交跨启扬高速公路升级改造后，可保障线路下方交跨的宁启铁路、启扬高速公路交通安全畅行。  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd9kjey5l6j20b4077mzg.jpg,无,无,2020-03-28 15:52,微博 weibo.com,3,0,0
IAHmExohV,#权威发布# 3月27日，市委书记史立军深入市区部分中小学校，检查学校疫情防控及开学前准备工作。他强调，要深入贯彻落实中央和省委省政府部署要求，树牢责任意识，强化责任担当，以高度负责的精神、科学务实的举措做好学校疫情防控工作，确保学校开学顺利平稳、万无一失。  ,,无,无,无,2020-03-28 14:55,微博 weibo.com,2,0,0
IAH190QDC,#微观民生#【常泰长江大桥主塔基础钢沉井 首次水上接高施工】3月26日，常泰长江大桥主塔基础钢沉井首次水上接高施工全面展开，这是该工程继完成首次井壁混凝土浇筑后再一次取得重大进展。第一次接高的高度是8米，为减少对长江航运的影响，采用了600吨的浮吊进行吊装。吊装沉井分为四大块，最大块的尺寸为20米×50米×8米，重量为390吨。随着浮吊船起重臂的启动，整个接高段被缓慢吊起，慢慢向5号墩钢沉井之上进发。经过一个半小时的紧张吊装，首块钢沉井接高段精准落在5号墩钢沉井之上。此次大桥5号墩钢沉井第一次接高段共划分为四个大节段，总重达1364.3吨。 [组图共2张] 原图 ,,"http://ww1.sinaimg.cn/large/be780da6gy1gd9khzzk95j20b407eq5j.jpg,http://ww3.sinaimg.cn/large/be780da6gy1gd9khzzmv0j20b4068dh6.jpg",无,无,2020-03-28 14:02,微博 weibo.com,4,2,1
IAGNnlhVJ,#微观民生# 4月1日起，泰州这里新增测速点……4月1日起，泰州这里新增测速点……  ,,无,无,无,2020-03-28 13:28,nova6 5G自拍大不一样,1,0,0
IAFMqt757,#微观民生#【留观人员的“温暖驿站”】姜堰区沈高镇亚克西酒店集中隔离医学观察点，交通便捷、环境优美。从2月6日至现在，一批又一批的人进来，一批又一批的人出去。短短的14天，每一位留观人员离开时都满怀感激之情，称这里是一座“温暖驿站”。  原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gd8c8s186fj20m80gogpf.jpg,无,无,2020-03-28 10:53,微博 weibo.com,9,1,9
IAFzegiWb,#微观民生# 一觉醒来，泰州这些地方不一样了……一觉醒来，泰州这些地方不一样了……  ,,无,无,无,2020-03-28 10:20,nova6 5G自拍大不一样,1,0,1
IAFq6nZNc,"#游遍泰州#【秋雪湖郁金香花展免费开放】“静静的小河、笔直的水杉,与成片的郁金香融合在一起，太漂亮了……”近日，在秋雪湖湿地游园，来自扬州的李女士赶来踏青赏花，并用手机拍摄视频发朋友圈，不到30分钟就有100多个点赞。秋雪湖郁金香花展今年举办第四届，今年免费开放，地点首次安排在湿地游园，里下河原生态的湿地风光与郁金香完美结合，给人不一样的视觉体验。为营造健康有序的游览环境，景区对前来赏花的游客采取控制流量的措施，并做好测温、查验“祥泰码”等工作。 原图 ",,http://wx4.sinaimg.cn/large/be780da6gy1gd8c8b3ymrj20m80etq8s.jpg,无,无,2020-03-28 09:58,微博 weibo.com,3,1,1
IAFlAdZp5,江苏疫情防控由省级二级响应调整为三级响应江苏疫情防控由省级二级响应调整为三级响应  ,,无,无,无,2020-03-28 09:46,nova6 5G自拍大不一样,1,0,0
IAFkxfES5,3月27日0-24时，江苏省无新增境外输入新冠肺炎确诊病例。截至3月27日24时，已累计报告境外输入确诊病例10例。3月27日江苏无新增新冠肺炎确诊病例  ,,无,无,无,2020-03-28 09:44,nova6 5G自拍大不一样,0,0,0
IAEUrofSc,#微观民生#【海陵低保家庭学生口罩由区政府免费发放】开学临近，家长们最关心开学后孩子们的口罩够不够用？为做好教育系统复学口罩保障工作，海陵区发改委正在积极协调口罩生产企业确保满足市场需求。复学学生使用口罩，原则上采取市场化供应，由学生家长自愿购买，政府协调口罩生产企业、指导定价，海陵区教育局及学校协助购买，不额外收取代买费用。对城乡低保家庭的学生所使用口罩，由海陵区政府免费发放。 ,,无,无,无,2020-03-28 08:40,微博 weibo.com,0,0,2
IAELptO7N,#今日天气# 早安，泰州！今天白天阴有小雨并渐止转阴到多云，夜里多云到阴。东北风4级左右。今天最高气温：10～11℃，明晨最低气温：4～5℃。  原图 ,,http://wx2.sinaimg.cn/large/be780da6ly1gd9bvea24pj208m062mx2.jpg,无,无,2020-03-28 08:17,nova6 5G自拍大不一样,0,0,1
IAABCyLr2,【新时代新作为新篇章】“全新”街道体制抗疫大考交出一份实践“答卷”【新时代 新作为 新篇章】“全新”街道体制 抗疫大考交出一份实践“答卷”  ,,无,无,无,2020-03-27 21:42,nova6 5G自拍大不一样,2,0,1
IAABe67M9,率先与四大通信运营商签署5G建设应用协议新基建，镇江如何“打响第一枪”http://t.cn/A6ZUQh0H  ,,无,无,无,2020-03-27 21:41,nova6 5G自拍大不一样,0,0,0
IAAAXvYEc,解局|江苏为何一个月内两提“定力与信心”解局|江苏为何一个月内两提“定力与信心”  ,,无,无,无,2020-03-27 21:41,nova6 5G自拍大不一样,0,0,0
IAAl7z9eb,#悟在泰州# 痛而不言是智慧，笑而不语是豁达。晚安！  原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd8c7btjbgj208605ujs2.jpg,无,无,2020-03-27 21:02,微博 weibo.com,7,1,0
IAzkNpKFp,#微观民生# 泰州市微信排行榜周榜（03.15-03.21）泰州市微信排行榜周榜（03.15-03.21）  ,,无,无,无,2020-03-27 18:28,nova6 5G自拍大不一样,0,0,0
IAz91zgtL,泰州市关于进一步加强境外疫情输入防控工作的通告最新通告！刚刚发布！  ,,无,无,无,2020-03-27 17:59,nova6 5G自拍大不一样,2,1,1
IAz60fAmX,#微观民生#【市区汽车客运站全部恢复运营】3月26日起，泰州京泰汽车客运站、泰州汽车客运西站、高港汽车北站恢复运营。至此，泰州客运集团下属所有汽车客运站全部恢复运营。恢复运营首日，汽车客运西站共发出至徐州、宿迁、淮安、扬泰机场、兴化、丁山、苏州、南京、盐城、无锡、常州、南通、镇江、昆山、无锡等方向的20多个班次。 原图 ,,http://wx2.sinaimg.cn/large/be780da6gy1gd8c5nmaw1j20m80gon16.jpg,无,无,2020-03-27 17:52,微博 weibo.com,2,1,1
IAyO94mYW,#微观民生#【网吧、KTV、游戏游艺场所有序恢复经营】泰州市文化广电和旅游局发布《关于全市网吧、KTV、游戏游艺场所 有序恢复经营活动的通知》，决定自3月26日起，全市网吧、KTV、游戏游艺场所有序恢复经营活动。通知就落实疫情防控措施、落实经营单位主体责任、落实行业主管部门监管责任提出明确要求。严格控制场所消费人数，网吧场所接待消费者不能超过场所设置的电脑总数的 50%，娱乐场所接待的消费者不得超过场所核定人数的50%。 ,,无,无,无,2020-03-27 17:08,微博 weibo.com,1,0,4
IAycoqnwM,#微观民生#【领致家用筷勺消毒机热销】受新冠肺炎疫情影响，不少传统企业受到不小的冲击，位于靖江市新桥镇的领致热能新电器（江苏）股份有限公司“疫”线突围，开发的家用智能筷勺消毒机，成为网红热销商品。由于订单来不及生产，2月底，企业又新上一条生产线。目前企业在手订单近10万台，两条生产线全力保障可日产1500台。“预计全年订单量可超30万台，销售额超亿元。” 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd8c3uy9qdj20m80godkj.jpg,无,无,2020-03-27 15:35,微博 weibo.com,1,0,0
IAxIYFibN,#权威发布# 市委书记史立军26日在姜堰区检查调研时强调，要按照中央和省委省政府决策部署，科学统筹疫情防控和经济社会发展，全面恢复正常生产生活秩序，系统谋划推进疫情防控、企业复工复产、重大项目建设、学校开学准备、安全生产等重点工作，更好地彰显特色融合发展，在高质量发展道路上跨越赶超、争当主力。 ,,无,无,无,2020-03-27 14:22,360安全浏览器,1,0,0
IAxAf1263,#微观民生#【市疾控中心职业病、皮肤科门诊开诊】近日，市疾控中心开放职业病诊断服务和皮肤病门诊（皮肤病防治所）服务，疫情期间周一至周五正常开诊，接诊时间为上午8:30-11:30、下午2:00-5:00。周六、周日全天停诊。疫情期间实行实名制、预约就诊。  ,,无,无,无,2020-03-27 14:01,微博 weibo.com,1,0,0
IAwS00Z7U,#微观民生#【又一医保改革红利在我市释放】4月1日起，我市与南京、淮安等地联合开展的首批医用耗材地区联盟招采结果将正式落地实施，预计一年可节省采购资金约2000万元。日前，市医保局已将中选结果在省医用耗材阳光采购平台提前挂网，全市公立医疗机构可正常采购。  ,,无,无,无,2020-03-27 12:12,微博 weibo.com,0,0,0
IAwAX0e4V,#微观民生#【海陵现代服务业规模总量持续壮大】近年来，海陵区以实施服务业高质量发展计划为抓手，围绕服务业集聚区建设，着力优化服务业空间布局，加快发展现代服务业，培育壮大新兴服务业，改造提升传统服务业，大力发展民生服务业，助推海陵经济、社会发展再上新台阶。2019年，全区实现服务业增加值332.38亿元，占GDP比重达55.8%，社会消费品零售总额260.63亿元，服务业增加值占比位居全市首位。 原图 ,,http://wx1.sinaimg.cn/large/be780da6gy1gd7dpdi8mvj20b4068q51.jpg,无,无,2020-03-27 11:30,微博 weibo.com,0,0,0
IAwihi43a,#微观民生#【562家企业获授信145亿元】姜堰区近日举办“春风惠企”大型银企对接会，为562家企业、4168个项目输入金融“活水”，授信总额145亿元。前期，姜堰区地方金融监督管理局、人行姜堰支行和16家驻姜银行机构，组成15个服务团队，花10多天时间，走访摸排了1600多家企业对接资金需求。  ,,无,无,无,2020-03-27 10:44,微博 weibo.com,0,0,0
IAvC2lfQu,3月26日0-24时，江苏省新增境外输入新冠肺炎确诊病例1例，为常州市报告1例（巴西输入）。截至26日24时，累计报告境外输入确诊病例10例。3月26日江苏无新增本地新冠肺炎确诊病例， 新增境外输入确诊病例1例  ,,无,无,无,2020-03-27 08:59,nova6 5G自拍大不一样,1,2,0
IAvBfx0F8,#微观民生#【热线订制，包车接送员工逾1.3万人次】通过交通服务热线，3月24日我市又有3个批次的员工乘坐包车踏上行程。至此，疫情防控期间临时设置的交通24小时服务热线也圆满完成阶段使命，暂时告别抗疫“一线”。企业如还有相关返岗包车订制业务，可直接与当地相关运输企业联系。  ,,无,无,无,2020-03-27 08:58,微博 weibo.com,2,0,0
IAvtxpHDJ,#微观民生#【我市首批援湖北医疗队转战，接管武汉市肺科医院重症病区】目前，随着武汉抗疫形势的好转，泰州市第二、三、四批出征湖北的45名队员已陆续返程，但首批出征的泰州市人民医院的15名队员随江苏省第三批援湖北医疗队仍然坚守在武汉。经过休整，他们将再次逆行，奔赴新的战场，接管武汉市肺科医院重症病区。 原图 ,,http://wx4.sinaimg.cn/large/be780da6gy1gd7dlx5g56j20b408cad6.jpg,无,无,2020-03-27 08:39,微博 weibo.com,37,0,5
IAvkxhqlO,#微观民生# 泰州市各级各类学校开学时间通告！泰州市各级各类学校开学时间通告！  ,,无,无,无,2020-03-27 08:16,nova6 5G自拍大不一样,5,0,12
